,Title,First author,Last author,Abstract,Journal,Language,Year,Month,First Author Country,Last Author Country,DOI,DOI URL
187,Earthworm effects on the incorporation of litter C and N into soil organic matter in a sugar maple forest.,Timothy J. Fahey,Patrick J. Bohlen,"<jats:p>To examine the mechanisms of earthworm effects on forest soil C and N, we double‐labeled leaf litter with <jats:sup>13</jats:sup>C and <jats:sup>15</jats:sup>N, applied it to sugar maple forest plots with and without earthworms, and traced isotopes into soil pools. The experimental design included forest plots with different earthworm community composition (dominated by <jats:italic>Lumbricus terrestris</jats:italic> or <jats:italic>L. rubellus</jats:italic>). Soil carbon pools were 37% lower in earthworm‐invaded plots largely because of the elimination of the forest floor horizons, and mineral soil C:N was lower in earthworm plots despite the mixing of high C:N organic matter into soil by earthworms. Litter disappearance over the first winter–spring was highest in the <jats:italic><jats:named-content content-type=""genus-species"">L. terrestris</jats:named-content></jats:italic> (T) plots, but during the warm season, rapid loss of litter was observed in both <jats:italic>L. rubellus</jats:italic> (R) and T plots. After two years, 22.0% ± 5.4% of <jats:sup>13</jats:sup>C released from litter was recovered in soil with no significant differences among plots. Total recovery of added <jats:sup>13</jats:sup>C (decaying litter plus soil) was much higher in no‐worm (NW) plots (61–68%) than in R and T plots (20–29%) as much of the litter remained in the former whereas it had disappeared in the latter. Much higher percentage recovery of <jats:sup>15</jats:sup>N than <jats:sup>13</jats:sup>C was observed, with significantly lower values for T than R and NW plots. Higher overwinter earthworm activity in T plots contributed to lower soil N recovery. In earthworm‐invaded plots isotope enrichment was highest in macroaggregates and microaggregates whereas in NW plots silt plus clay fractions were most enriched. The net effect of litter mixing and priming of recalcitrant soil organic matter (SOM), stabilization of SOM in soil aggregates, and alteration of the soil microbial community by earthworm activity results in loss of SOM and lowering of the C:N ratio. We suggest that earthworm stoichiometry plays a fundamental role in regulating C and N dynamics of forest SOM.</jats:p>",Wiley,en,2013.0,No data,No data,No data,10.1890/12-1760.1,http://dx.doi.org/10.1890/12-1760.1
188,Carbon food resources of earthworms of different ecological groups as indicated by 13C compound-specific stable isotope analysis.,Olga Ferlian,Stefan Scheu,No data,Elsevier BV,en,2014.0,No data,No data,No data,10.1016/j.soilbio.2014.06.002,http://dx.doi.org/10.1016/j.soilbio.2014.06.002
189,"Linking direct and indirect pathways mediating earthworms, deer, and understory composition in Great Lakes forests.",Nicholas A. Fisichelli,Nico Eisenhauer,No data,Springer Science and Business Media LLC,en,2012.0,Dec,No data,No data,10.1007/s10530-012-0350-6,http://dx.doi.org/10.1007/s10530-012-0350-6
190,Importance of earthworm–seed interactions for the composition and structure of plant communities: A review.,Estelle Forey,Nico Eisenhauer,No data,Elsevier BV,en,2011.0,No data,No data,No data,10.1016/j.actao.2011.03.001,http://dx.doi.org/10.1016/j.actao.2011.03.001
191,Earthworm invasion into previously earthworm-free temperate and boreal forests.,Lee E. Frelich,Patrick J. Bohlen,No data,Springer Netherlands,No data,,No data,No data,No data,10.1007/978-1-4020-5429-7_5,http://dx.doi.org/10.1007/978-1-4020-5429-7_5
192,"Trophic cascades, invasive species and body-size hierarchies interactively modulate climate change responses of ecotonal temperate–boreal forest.",Lee E. Frelich,Nico Eisenhauer,"<jats:p>As the climate warms, boreal tree species are expected to be gradually replaced by temperate species within the southern boreal forest. Warming will be accompanied by changes in above- and below-ground consumers: large moose (<jats:italic>Alces alces</jats:italic>) replaced by smaller deer (<jats:italic>Odocoileus virginianus</jats:italic>) above-ground, and small detritivores replaced by larger exotic earthworms below-ground. These shifts may induce a cascade of ecological impacts across trophic levels that could alter the boreal to temperate forest transition. Deer are more likely to browse saplings of temperate tree species, and European earthworms favour seedlings of boreal tree species more than temperate species, potentially hindering the ability of temperate tree species to expand northwards. We hypothesize that warming-induced changes in consumers will lead to novel plant communities by changing the filter on plant species success, and that above- and below-ground cascades of trophic interactions will allow boreal tree species to persist during early phases of warming, leading to an abrupt change at a later time. The synthesis of evidence suggests that consumers can modify the climate change-induced transition of ecosystems.</jats:p>",The Royal Society,en,2012.0,May,USA,USA,10.1098/rstb.2012.0235,http://dx.doi.org/10.1098/rstb.2012.0235
193,Exploring carbon flow through the root channel in a temperate forest soil food web.,Kadeem J. Gilbert,Joseph B. Yavitt,No data,Elsevier BV,en,2014.0,No data,No data,No data,10.1016/j.soilbio.2014.05.005,http://dx.doi.org/10.1016/j.soilbio.2014.05.005
194,Estimating local biodiversity change: a critique of papers claiming no net loss of local diversity.,Andrew Hector,Andrew Hector,No data,H1 Connect,No data,2016.0,No data,UK,UK,10.3410/f.726357299.793518743,http://dx.doi.org/10.3410/f.726357299.793518743
195,Earthworms increase soil microbial biomass carrying capacity and nitrogen retention in northern hardwood forests.,Peter M. Groffman,John C. Maerz,No data,Elsevier BV,en,2015.0,No data,No data,No data,10.1016/j.soilbio.2015.03.025,http://dx.doi.org/10.1016/j.soilbio.2015.03.025
196,Allometric equations for estimation of ash-free dry mass from length measurements for selected European earthworm species (Lumbricidae) in the western Great Lakes region.,CINDY M. HALE,LEE E. FRELICH,No data,University of Notre Dame,en,2004.0,No data,No data,No data,10.1674/0003-0031(2004)151[0179:aefeoa]2.0.co;2,http://dx.doi.org/10.1674/0003-0031(2004)151[0179:aefeoa]2.0.co;2
197,Effects of European earthworm invasion on soil characteristics in northern hardwood forests of Minnesota.,Cindy M. Hale,John Pastor,No data,Springer Science and Business Media LLC,en,2005.0,No data,No data,No data,10.1007/s10021-005-0066-x,http://dx.doi.org/10.1007/s10021-005-0066-x
198,Changes in hardwood forest understory plant communities in response to European earthworm invasions.,Cindy M. Hale,Peter B. Reich,No data,Wiley,en,2006.0,No data,No data,No data,10.1890/0012-9658(2006)87[1637:cihfup]2.0.co;2,http://dx.doi.org/10.1890/0012-9658(2006)87[1637:cihfup]2.0.co;2
199,Invader disruption of belowground plant mutualisms reduces carbon acquisition and alters allocation patterns in a native forest herb.,Alison N. Hale,Susan Kalisz,"<jats:title>Summary</jats:title><jats:p>
<jats:list list-type=""bullet"">

<jats:list-item><jats:p>Invasive plants impose novel selection pressures on naïve mutualistic interactions between native plants and their partners. As most plants critically rely on root fungal symbionts (<jats:styled-content style=""fixed-case"">RFS</jats:styled-content>s) for soil resources, invaders that disrupt plant–<jats:styled-content style=""fixed-case"">RFS</jats:styled-content> mutualisms can significantly depress native plant fitness. Here, we investigate the consequences of <jats:styled-content style=""fixed-case"">RFS</jats:styled-content> mutualism disruption on native plant fitness in a glasshouse experiment with a forest invader that produces known anti‐fungal allelochemicals.</jats:p></jats:list-item>

<jats:list-item><jats:p>Over 5 months, we regularly applied either green leaves of the allelopathic invader <jats:italic>Alliaria petiolata</jats:italic>, a nonsystemic fungicide to simulate <jats:italic>A. petiolata</jats:italic>'s effects, or green leaves of nonallelopathic <jats:italic>Hesperis matronalis</jats:italic> (control) to pots containing the native <jats:italic>Maianthemum racemosum</jats:italic> and its <jats:styled-content style=""fixed-case"">RFS</jats:styled-content>s. We repeatedly measured <jats:italic>M. racemosum</jats:italic> physiology and harvested plants periodically to assess carbon allocation.</jats:p></jats:list-item>

<jats:list-item><jats:p><jats:italic>Alliaria petiolata</jats:italic> and fungicide treatment effects were indistinguishable: we observed inhibition of the <jats:styled-content style=""fixed-case"">RFS</jats:styled-content> soil hyphal network and significant reductions in <jats:italic>M. racemosum</jats:italic> physiology (photosynthesis, transpiration and conductance) and allocation (carbon storage, root biomass and asexual reproduction) in both treatments relative to the control.</jats:p></jats:list-item>

<jats:list-item><jats:p>Our findings suggest a general mechanistic hypothesis for local extinction of native species in ecosystems challenged by allelopathic invaders: <jats:styled-content style=""fixed-case"">RFS</jats:styled-content> mutualism disruption drives carbon stress, subsequent declines in native plant vigor, and, if chronic, declines in <jats:styled-content style=""fixed-case"">RFS</jats:styled-content>‐dependent species abundance.</jats:p></jats:list-item>
</jats:list>
</jats:p>",Wiley,en,2015.0,No data,USA,USA,10.1111/nph.13709,http://dx.doi.org/10.1111/nph.13709
200,An unbiased correction for sampling error in validity generalization studies.,Larry V. Hedges,Larry V. Hedges,No data,American Psychological Association (APA),en,1989.0,No data,No data,No data,10.1037//0021-9010.74.3.469,http://dx.doi.org/10.1037//0021-9010.74.3.469
201,"Exotic earthworm invasions in North America: ecological and policy implications: expanding global commerce may be increasing thelikelihood of exotic earthworm invasions, which could have negative implications for soil processes, other animal and plant species, and importation of certain pathogens.",PAUL F. HENDRIX,PATRICK J. BOHLEN,No data,Oxford University Press (OUP),en,2002.0,No data,No data,No data,10.1641/0006-3568(2002)052[0801:eeiina]2.0.co;2,http://dx.doi.org/10.1641/0006-3568(2002)052[0801:eeiina]2.0.co;2
